date,country,first_dose,cumulation,population,percentage
2021-03-18,Denmark,15202.0,872227.0,5808454,0.15016508695773437
2021-03-19,Denmark,16008.0,888235.0,5808454,0.15292106987504764
2021-03-20,Denmark,15623.0,903858.0,5808454,0.15561077009476187
2021-03-21,Denmark,15479.0,919337.0,5808454,0.15827567886394556
2021-03-22,Denmark,15354.0,934691.0,5808454,0.1609190672767659
2021-03-23,Denmark,14984.0,949675.0,5808454,0.1634987554347508
2021-03-24,Denmark,15466.0,965141.0,5808454,0.16616142608687268
2021-03-25,Denmark,14649.0,979790.0,5808454,0.16868343968980387
2021-03-26,Denmark,13848.0,993638.0,5808454,0.17106755084915884
2021-03-27,Denmark,14607.0,1008245.0,5808454,0.17358233361235192
2021-03-28,Denmark,15173.0,1023418.0,5808454,0.17619456054915816
2021-03-29,Denmark,16930.0,1040348.0,5808454,0.17910927761500736
2021-03-30,Denmark,18931.0,1059279.0,5808454,0.1823684925455207
2021-03-31,Denmark,18870.0,1078149.0,5808454,0.18561720554212877
2021-04-01,Denmark,18143.0,1096292.0,5808454,0.1887407561461277
2021-04-02,Denmark,17836.0,1114128.0,5808454,0.1918114527548983
2021-04-03,Denmark,18004.0,1132132.0,5808454,0.1949110727226212
2021-04-04,Denmark,17984.0,1150116.0,5808454,0.19800724943332598
2021-04-05,Denmark,16467.0,1166583.0,5808454,0.2008422550992054
2021-04-06,Denmark,15667.0,1182250.0,5808454,0.20353953048435952
2021-04-07,Denmark,15942.0,1198192.0,5808454,0.20628415065351297
2021-04-08,Denmark,17533.0,1215725.0,5808454,0.20930268191845885
2021-04-09,Denmark,19426.0,1235151.0,5808454,0.21264711746017098
2021-04-10,Denmark,20548.0,1255699.0,5808454,0.21618471972060035
2021-04-11,Denmark,21299.0,1276998.0,5808454,0.2198516162820606
2021-04-12,Denmark,34429.0,1311427.0,5808454,0.22577901107592485
2021-04-13,Denmark,34800.0,1346227.0,5808454,0.23177027828747546
2021-04-14,Denmark,34451.0,1380678.0,5808454,0.23770146066405967
2021-04-15,Denmark,34740.0,1415418.0,5808454,0.2436823981045559
2021-04-16,Denmark,34788.0,1450206.0,5808454,0.24967159936189562
2021-04-17,Denmark,34695.0,1484901.0,5808454,0.255644789474101
2021-04-18,Denmark,34825.0,1519726.0,5808454,0.2616403607569243
2021-04-19,Denmark,34763.37613659828,1554489.3761365982,5808454,0.26762532269974043
2021-04-20,Denmark,35068.71029304214,1589558.0864296404,5808454,0.27366285184140915
2021-04-21,Denmark,35029.93888901897,1624588.0253186594,5808454,0.2796937059876276
2021-04-22,Denmark,35322.97608308366,1659911.001401743,5808454,0.2857750102525978
