     date         first_dose region       cumulative_sum
1177  2021-10-26  8566.93       Wallonia  8545456.79    
1178  2021-10-27 10747.08       Brussels  8556203.87    
1179  2021-10-27 12945.54       Flanders  8569149.41    
1180  2021-10-27  1244.79     Ostbelgien  8570394.19    
1181  2021-10-27  8149.70       Wallonia  8578543.90    
1182  2021-10-28 10791.36       Brussels  8589335.26    
1183  2021-10-28 15764.20       Flanders  8605099.46    
1184  2021-10-28  1228.69     Ostbelgien  8606328.15    
1185  2021-10-28  9115.30       Wallonia  8615443.44    
1186  2021-10-29 10421.29       Brussels  8625864.73    
1187  2021-10-29  9740.18       Flanders  8635604.90    
1188  2021-10-29  1237.34     Ostbelgien  8636842.24    
1189  2021-10-29  8274.26       Wallonia  8645116.50    
1190  2021-10-30  9946.83       Brussels  8655063.33    
1191  2021-10-30  5492.16       Flanders  8660555.49    
1192  2021-10-30  1180.63     Ostbelgien  8661736.12    
1193  2021-10-30  4573.54       Wallonia  8666309.66    
1194  2021-10-31 10220.02       Brussels  8676529.68    
1195  2021-10-31 10531.88       Flanders  8687061.56    
1196  2021-10-31  1215.48     Ostbelgien  8688277.03    
1197  2021-10-31  6185.08       Wallonia  8694462.11    
1198  2021-11-01 11522.64       Brussels  8705984.75    
1199  2021-11-01 14892.22       Flanders  8720876.98    
1200  2021-11-01  1189.46     Ostbelgien  8722066.44    
1201  2021-11-01 10526.22       Wallonia  8732592.66    
1202  2021-11-02 10774.36       Brussels  8743367.01    
1203  2021-11-02 14258.30       Flanders  8757625.31    
1204  2021-11-02  1281.46     Ostbelgien  8758906.77    
1205  2021-11-02  8514.96       Wallonia  8767421.73    
1206  2021-11-03 10774.55       Brussels  8778196.28    
1207  2021-11-03 13113.14       Flanders  8791309.42    
1208  2021-11-03  1252.53     Ostbelgien  8792561.95    
1209  2021-11-03  8092.13       Wallonia  8800654.08    
1210  2021-11-04 10819.01       Brussels  8811473.09    
1211  2021-11-04 15930.39       Flanders  8827403.48    
1212  2021-11-04  1236.46     Ostbelgien  8828639.94    
1213  2021-11-04  9058.21       Wallonia  8837698.14    
1214  2021-11-05 10448.57       Brussels  8848146.72    
1215  2021-11-05  9908.76       Flanders  8858055.47    
1216  2021-11-05  1245.10     Ostbelgien  8859300.57    
1217  2021-11-05  8215.93       Wallonia  8867516.51    
1218  2021-11-06  9973.98       Brussels  8877490.48    
1219  2021-11-06  5660.78       Flanders  8883151.26    
1220  2021-11-06  1188.38     Ostbelgien  8884339.64    
1221  2021-11-06  4515.69       Wallonia  8888855.33    
1222  2021-11-07  9640.51       Brussels  8898495.84    
1223  2021-11-07  7493.97       Flanders  8905989.81    
1224  2021-11-07  1204.76     Ostbelgien  8907194.57    
1225  2021-11-07  4671.64       Wallonia  8911866.22    
1226  2021-11-08 10598.05       Brussels  8922464.27    
1227  2021-11-08 10392.29       Flanders  8932856.56    
1228  2021-11-08  1169.55     Ostbelgien  8934026.11    
1229  2021-11-08  7637.64       Wallonia  8941663.75    
1230  2021-11-09 10816.22       Brussels  8952479.97    
1231  2021-11-09 14403.24       Flanders  8966883.21    
1232  2021-11-09  1285.93     Ostbelgien  8968169.14    
1233  2021-11-09  8521.31       Wallonia  8976690.45    
1234  2021-11-10 10816.68       Brussels  8987507.13    
1235  2021-11-10 13258.65       Flanders  9000765.78    
1236  2021-11-10  1256.99     Ostbelgien  9002022.77    
1237  2021-11-10  8097.39       Wallonia  9010120.16    
1238  2021-11-11 10860.77       Brussels  9020980.93    
1239  2021-11-11 16075.93       Flanders  9037056.86    
1240  2021-11-11  1240.91     Ostbelgien  9038297.77    
1241  2021-11-11  9063.65       Wallonia  9047361.42    
1242  2021-11-12 10490.51       Brussels  9057851.93    
1243  2021-11-12 10053.69       Flanders  9067905.62    
1244  2021-11-12  1249.53     Ostbelgien  9069155.15    
1245  2021-11-12  8222.97       Wallonia  9077378.12    
1246  2021-11-13 10015.88       Brussels  9087394.00    
1247  2021-11-13  5804.49       Flanders  9093198.50    
1248  2021-11-13  1192.78     Ostbelgien  9094391.28    
1249  2021-11-13  4522.72       Wallonia  9098913.99    
1250  2021-11-14  9807.92       Brussels  9108721.91    
1251  2021-11-14  7914.51       Flanders  9116636.42    
1252  2021-11-14  1223.88     Ostbelgien  9117860.31    
1253  2021-11-14  5062.16       Wallonia  9122922.47    
1254  2021-11-15 10765.46       Brussels  9133687.92    
1255  2021-11-15 10812.83       Flanders  9144500.75    
1256  2021-11-15  1188.67     Ostbelgien  9145689.43    
1257  2021-11-15  8028.16       Wallonia  9153717.59    
1258  2021-11-16 10867.84       Brussels  9164585.43    
1259  2021-11-16 13029.61       Flanders  9177615.04    
1260  2021-11-16  1238.64     Ostbelgien  9178853.68    
1261  2021-11-16  8761.87       Wallonia  9187615.56    
1262  2021-11-17 11087.28       Brussels  9198702.84    
1263  2021-11-17 14086.50       Flanders  9212789.33    
1264  2021-11-17  1266.58     Ostbelgien  9214055.91    
1265  2021-11-17  8967.32       Wallonia  9223023.23    
1266  2021-11-18 11261.15       Brussels  9234284.38    
1267  2021-11-18 18045.65       Flanders  9252330.03    
1268  2021-11-18  1276.85     Ostbelgien  9253606.88    
1269  2021-11-18 10090.95       Wallonia  9263697.83    
1270  2021-11-19 11072.20       Brussels  9274770.03    
1271  2021-11-19 16038.36       Flanders  9290808.38    
1272  2021-11-19  1290.46     Ostbelgien  9292098.84    
1273  2021-11-19 10406.85       Wallonia  9302505.69    
1274  2021-11-20 10414.67       Brussels  9312920.36    
1275  2021-11-20  9753.56       Flanders  9322673.93    
1276  2021-11-20  1248.47     Ostbelgien  9323922.39    
1277  2021-11-20  7057.34       Wallonia  9330979.73    
1278  2021-11-21  9975.32       Brussels  9340955.05    
1279  2021-11-21  8335.06       Flanders  9349290.10    
1280  2021-11-21  1243.01     Ostbelgien  9350533.11    
1281  2021-11-21  5452.68       Wallonia  9355985.79    
1282  2021-11-22 10932.86       Brussels  9366918.65    
1283  2021-11-22 11233.37       Flanders  9378152.02    
1284  2021-11-22  1207.80     Ostbelgien  9379359.82    
1285  2021-11-22  8418.68       Wallonia  9387778.50    
1286  2021-11-23 11035.25       Brussels  9398813.74    
1287  2021-11-23 13450.15       Flanders  9412263.89    
1288  2021-11-23  1257.77     Ostbelgien  9413521.66    
1289  2021-11-23  9152.39       Wallonia  9422674.05    
1290  2021-11-24 11254.68       Brussels  9433928.73    
1291  2021-11-24 14507.04       Flanders  9448435.77    
1292  2021-11-24  1285.70     Ostbelgien  9449721.48    
1293  2021-11-24  9357.84       Wallonia  9459079.31    
1294  2021-11-25 11428.55       Brussels  9470507.86    
1295  2021-11-25 18466.19       Flanders  9488974.06    
1296  2021-11-25  1295.97     Ostbelgien  9490270.03    
1297  2021-11-25 10481.47       Wallonia  9500751.49    
1298  2021-11-26 11239.61       Brussels  9511991.10    
1299  2021-11-26 16458.90       Flanders  9528450.00    
1300  2021-11-26  1309.58     Ostbelgien  9529759.58    
1301  2021-11-26 10797.36       Wallonia  9540556.94    
1302  2021-11-27 10582.08       Brussels  9551139.02    
1303  2021-11-27 10174.11       Flanders  9561313.13    
1304  2021-11-27  1267.59     Ostbelgien  9562580.72    
1305  2021-11-27  7447.85       Wallonia  9570028.57    
1306  2021-11-28 10142.72       Brussels  9580171.29    
1307  2021-11-28  8755.60       Flanders  9588926.89    
1308  2021-11-28  1262.13     Ostbelgien  9590189.02    
1309  2021-11-28  5843.19       Wallonia  9596032.21    
1310  2021-11-29 11100.26       Brussels  9607132.48    
1311  2021-11-29 11653.92       Flanders  9618786.39    
1312  2021-11-29  1226.92     Ostbelgien  9620013.31    
1313  2021-11-29  8809.19       Wallonia  9628822.51    
1314  2021-11-30 11202.65       Brussels  9640025.16    
1315  2021-11-30 13870.70       Flanders  9653895.85    
1316  2021-11-30  1276.89     Ostbelgien  9655172.74    
1317  2021-11-30  9542.91       Wallonia  9664715.65    
1318  2021-12-01 11029.90       Brussels  9675745.55    
1319  2021-12-01 14600.07       Flanders  9690345.62    
1320  2021-12-01  1240.40     Ostbelgien  9691586.02    
1321  2021-12-01  8828.91       Wallonia  9700414.93    
1322  2021-12-02 11203.77       Brussels  9711618.70    
1323  2021-12-02 18559.22       Flanders  9730177.92    
1324  2021-12-02  1250.66     Ostbelgien  9731428.59    
1325  2021-12-02  9952.54       Wallonia  9741381.12    
1326  2021-12-03 11014.83       Brussels  9752395.95    
1327  2021-12-03 16551.93       Flanders  9768947.88    
1328  2021-12-03  1264.28     Ostbelgien  9770212.16    
1329  2021-12-03 10268.43       Wallonia  9780480.59    
1330  2021-12-04 10357.30       Brussels  9790837.89    
1331  2021-12-04 10267.14       Flanders  9801105.03    
1332  2021-12-04  1222.28     Ostbelgien  9802327.31    
1333  2021-12-04  6918.92       Wallonia  9809246.24    
1334  2021-12-05  9917.94       Brussels  9819164.18    
1335  2021-12-05  8848.63       Flanders  9828012.81    
1336  2021-12-05  1216.82     Ostbelgien  9829229.63    
1337  2021-12-05  5314.27       Wallonia  9834543.90    
1338  2021-12-06 10875.48       Brussels  9845419.38    
1339  2021-12-06 11746.95       Flanders  9857166.33    
1340  2021-12-06  1181.61     Ostbelgien  9858347.95    
1341  2021-12-06  8280.27       Wallonia  9866628.21    
1342  2021-12-07 10977.87       Brussels  9877606.08    
1343  2021-12-07 13963.73       Flanders  9891569.81    
1344  2021-12-07  1231.58     Ostbelgien  9892801.39    
1345  2021-12-07  9013.98       Wallonia  9901815.37    
1346  2021-12-08 11197.31       Brussels  9913012.68    
1347  2021-12-08 15020.61       Flanders  9928033.29    
1348  2021-12-08  1259.52     Ostbelgien  9929292.81    
1349  2021-12-08  9219.43       Wallonia  9938512.24    
1350  2021-12-09 11371.18       Brussels  9949883.41    
1351  2021-12-09 18979.77       Flanders  9968863.18    
1352  2021-12-09  1269.79     Ostbelgien  9970132.97    
1353  2021-12-09 10343.05       Wallonia  9980476.02    
1354  2021-12-10 11182.23       Brussels  9991658.25    
1355  2021-12-10 16972.47       Flanders 10008630.72    
1356  2021-12-10  1283.40     Ostbelgien 10009914.12    
1357  2021-12-10 10658.95       Wallonia 10020573.07    
1358  2021-12-11 10524.70       Brussels 10031097.78    
1359  2021-12-11 10687.68       Flanders 10041785.46    
1360  2021-12-11  1241.41     Ostbelgien 10043026.86    
1361  2021-12-11  7309.44       Wallonia 10050336.30    
1362  2021-12-12 10085.35       Brussels 10060421.65    
1363  2021-12-12  9269.17       Flanders 10069690.82    
1364  2021-12-12  1235.95     Ostbelgien 10070926.77    
1365  2021-12-12  5704.78       Wallonia 10076631.55    
1366  2021-12-13 11042.89       Brussels 10087674.44    
1367  2021-12-13 12167.49       Flanders 10099841.93    
1368  2021-12-13  1200.74     Ostbelgien 10101042.67    
1369  2021-12-13  8670.78       Wallonia 10109713.45    
1370  2021-12-14 11145.27       Brussels 10120858.73    
1371  2021-12-14 14384.27       Flanders 10135242.99    
1372  2021-12-14  1250.71     Ostbelgien 10136493.70    
1373  2021-12-14  9404.50       Wallonia 10145898.20    
1374  2021-12-15 10987.85       Brussels 10156886.04    
1375  2021-12-15 13997.20       Flanders 10170883.24    
1376  2021-12-15  1281.63     Ostbelgien 10172164.87    
1377  2021-12-15  8080.29       Wallonia 10180245.16    
1378  2021-12-16 11030.43       Brussels 10191275.59    
1379  2021-12-16 16815.74       Flanders 10208091.33    
1380  2021-12-16  1265.49     Ostbelgien 10209356.82    
1381  2021-12-16  9047.05       Wallonia 10218403.87    
1382  2021-12-17 10658.77       Brussels 10229062.65    
1383  2021-12-17 10792.00       Flanders 10239854.65    
1384  2021-12-17  1274.10     Ostbelgien 10241128.75    
1385  2021-12-17  8206.84       Wallonia 10249335.59    
1386  2021-12-18 10182.40       Brussels 10259517.99    
1387  2021-12-18  6543.65       Flanders 10266061.65    
1388  2021-12-18  1217.35     Ostbelgien 10267279.00    
1389  2021-12-18  4506.87       Wallonia 10271785.87    
1390  2021-12-19 10454.16       Brussels 10282240.03    
1391  2021-12-19 11584.01       Flanders 10293824.04    
1392  2021-12-19  1252.14     Ostbelgien 10295076.17    
1393  2021-12-19  6118.37       Wallonia 10301194.54    
1394  2021-12-20 11769.71       Brussels 10312964.26    
1395  2021-12-20 15920.96       Flanders 10328885.22    
1396  2021-12-20  1222.80     Ostbelgien 10330108.01    
1397  2021-12-20 10524.13       Wallonia 10340632.15    
1398  2021-12-21 11019.51       Brussels 10351651.66    
1399  2021-12-21 15285.72       Flanders 10366937.38    
1400  2021-12-21  1314.73     Ostbelgien 10368252.11    
1401  2021-12-21  8512.97       Wallonia 10376765.09    
1402  2021-12-22 11018.30       Brussels 10387783.39    
1403  2021-12-22 14138.76       Flanders 10401922.15    
1404  2021-12-22  1285.76     Ostbelgien 10403207.91    
1405  2021-12-22  8092.23       Wallonia 10411300.14    
1406  2021-12-23 11060.80       Brussels 10422360.94    
1407  2021-12-23 16956.26       Flanders 10439317.19    
1408  2021-12-23  1269.63     Ostbelgien 10440586.83    
1409  2021-12-23  9056.80       Wallonia 10449643.63    
1410  2021-12-24 10688.28       Brussels 10460331.91    
1411  2021-12-24 10932.02       Flanders 10471263.92    
1412  2021-12-24  1278.21     Ostbelgien 10472542.13    
1413  2021-12-24  8218.10       Wallonia 10480760.23    
1414  2021-12-25 10211.43       Brussels 10490971.67    
1415  2021-12-25  6684.19       Flanders 10497655.85    
1416  2021-12-25  1221.43     Ostbelgien 10498877.29    
1417  2021-12-25  4517.29       Wallonia 10503394.58    
1418  2021-12-26 10482.62       Brussels 10513877.20    
1419  2021-12-26 11721.67       Flanders 10525598.87    
1420  2021-12-26  1256.20     Ostbelgien 10526855.07    
1421  2021-12-26  6130.29       Wallonia 10532985.36    
1422  2021-12-27 11797.80       Brussels 10544783.16    
1423  2021-12-27 16059.69       Flanders 10560842.86    
1424  2021-12-27  1226.87     Ostbelgien 10562069.73    
1425  2021-12-27 10535.24       Wallonia 10572604.97    
1426  2021-12-28 11047.34       Brussels 10583652.31    
1427  2021-12-28 15424.15       Flanders 10599076.47    
1428  2021-12-28  1318.82     Ostbelgien 10600395.29    
1429  2021-12-28  8524.58       Wallonia 10608919.87    
1430  2021-12-29 11045.78       Brussels 10619965.64    
1431  2021-12-29 14278.39       Flanders 10634244.03    
1432  2021-12-29  1289.84     Ostbelgien 10635533.87    
1433  2021-12-29  8102.20       Wallonia 10643636.07    
1434  2021-12-30 11087.56       Brussels 10654723.63    
1435  2021-12-30 17094.84       Flanders 10671818.47    
1436  2021-12-30  1273.68     Ostbelgien 10673092.16    
1437  2021-12-30  9069.43       Wallonia 10682161.59    
1438  2021-12-31 10714.97       Brussels 10692876.57    
1439  2021-12-31 11070.05       Flanders 10703946.62    
1440  2021-12-31  1282.27     Ostbelgien 10705228.88    
1441  2021-12-31  8229.08       Wallonia 10713457.97    
1442  2022-01-01 10173.00       Brussels 10723630.97    
1443  2022-01-01  6677.41       Flanders 10730308.38    
1444  2022-01-01  1218.54     Ostbelgien 10731526.91    
1445  2022-01-01  4826.13       Wallonia 10736353.05    
1446  2022-01-02 10444.29       Brussels 10746797.33    
1447  2022-01-02 11717.11       Flanders 10758514.45    
1448  2022-01-02  1253.27     Ostbelgien 10759767.72    
1449  2022-01-02  6439.22       Wallonia 10766206.94    
1450  2022-01-03 10965.63       Brussels 10777172.57    
1451  2022-01-03 13982.56       Flanders 10791155.13    
1452  2022-01-03  1184.63     Ostbelgien 10792339.76    
1453  2022-01-03  8500.79       Wallonia 10800840.55    
1454  2022-01-04 10578.90       Brussels 10811419.45    
1455  2022-01-04 12574.88       Flanders 10823994.33    
1456  2022-01-04  1221.40     Ostbelgien 10825215.73    
1457  2022-01-04  6793.29       Wallonia 10832009.01    
1458  2022-01-05 10798.34       Brussels 10842807.35    
1459  2022-01-05 13631.76       Flanders 10856439.11    
1460  2022-01-05  1249.34     Ostbelgien 10857688.45    
1461  2022-01-05  6998.73       Wallonia 10864687.18    
1462  2022-01-06 10972.21       Brussels 10875659.38    
1463  2022-01-06 17590.92       Flanders 10893250.30    
1464  2022-01-06  1259.60     Ostbelgien 10894509.90    
1465  2022-01-06  8122.36       Wallonia 10902632.26    
1466  2022-01-07 10783.26       Brussels 10913415.52    
1467  2022-01-07 15583.62       Flanders 10928999.15    
1468  2022-01-07  1273.21     Ostbelgien 10930272.36    
1469  2022-01-07  8438.26       Wallonia 10938710.62    
1470  2022-01-08 10125.73       Brussels 10948836.35    
1471  2022-01-08  9298.83       Flanders 10958135.18    
1472  2022-01-08  1231.22     Ostbelgien 10959366.40    
1473  2022-01-08  5088.75       Wallonia 10964455.15    
1474  2022-01-09  9686.38       Brussels 10974141.53    
1475  2022-01-09  7880.32       Flanders 10982021.85    
1476  2022-01-09  1225.76     Ostbelgien 10983247.61    
1477  2022-01-09  3484.09       Wallonia 10986731.70    
1478  2022-01-10 10643.92       Brussels 10997375.62    
1479  2022-01-10 10778.64       Flanders 11008154.26    
1480  2022-01-10  1190.55     Ostbelgien 11009344.81    
1481  2022-01-10  6450.09       Wallonia 11015794.90    
1482  2022-01-11 10746.30       Brussels 11026541.20    
1483  2022-01-11 12995.42       Flanders 11039536.62    
1484  2022-01-11  1240.52     Ostbelgien 11040777.14    
1485  2022-01-11  7183.80       Wallonia 11047960.95    
1486  2022-01-12 10965.74       Brussels 11058926.69    
1487  2022-01-12 14052.31       Flanders 11072978.99    
1488  2022-01-12  1268.46     Ostbelgien 11074247.45    
1489  2022-01-12  7389.25       Wallonia 11081636.70    
1490  2022-01-13 11139.61       Brussels 11092776.31    
1491  2022-01-13 18011.46       Flanders 11110787.77    
1492  2022-01-13  1278.72     Ostbelgien 11112066.49    
1493  2022-01-13  8512.88       Wallonia 11120579.37    
1494  2022-01-14 10950.66       Brussels 11131530.04    
1495  2022-01-14 16004.17       Flanders 11147534.20    
1496  2022-01-14  1292.34     Ostbelgien 11148826.54    
1497  2022-01-14  8828.77       Wallonia 11157655.31    
1498  2022-01-15 10293.13       Brussels 11167948.45    
1499  2022-01-15  9719.38       Flanders 11177667.82    
1500  2022-01-15  1250.34     Ostbelgien 11178918.17    
1501  2022-01-15  5479.26       Wallonia 11184397.43    
1502  2022-01-16  9853.78       Brussels 11194251.21    
1503  2022-01-16  8300.87       Flanders 11202552.08    
1504  2022-01-16  1244.88     Ostbelgien 11203796.96    
1505  2022-01-16  3874.61       Wallonia 11207671.57    
1506  2022-01-17 10811.32       Brussels 11218482.89    
1507  2022-01-17 11199.18       Flanders 11229682.07    
1508  2022-01-17  1209.67     Ostbelgien 11230891.75    
1509  2022-01-17  6840.61       Wallonia 11237732.35    
1510  2022-01-18 10913.71       Brussels 11248646.06    
1511  2022-01-18 13415.96       Flanders 11262062.02    
1512  2022-01-18  1259.64     Ostbelgien 11263321.67    
1513  2022-01-18  7574.32       Wallonia 11270895.99    
1514  2022-01-19 11133.14       Brussels 11282029.13    
1515  2022-01-19 14472.85       Flanders 11296501.98    
1516  2022-01-19  1287.58     Ostbelgien 11297789.56    
1517  2022-01-19  7779.76       Wallonia 11305569.32    
1518  2022-01-20 11307.01       Brussels 11316876.34    
1519  2022-01-20 18432.00       Flanders 11335308.34    
1520  2022-01-20  1297.85     Ostbelgien 11336606.19    
1521  2022-01-20  8903.39       Wallonia 11345509.58    
1522  2022-01-21 11118.07       Brussels 11356627.65    
1523  2022-01-21 16424.71       Flanders 11373052.36    
1524  2022-01-21  1311.46     Ostbelgien 11374363.82    
1525  2022-01-21  9219.29       Wallonia 11383583.11    
1526  2022-01-22 10460.54       Brussels 11394043.65    
1527  2022-01-22 10139.92       Flanders 11404183.57    
1528  2022-01-22  1269.47     Ostbelgien 11405453.03    
1529  2022-01-22  5869.78       Wallonia 11411322.81    
1530  2022-01-23 10021.19       Brussels 11421344.00    
1531  2022-01-23  8721.41       Flanders 11430065.41    
1532  2022-01-23  1264.01     Ostbelgien 11431329.41    
1533  2022-01-23  4265.12       Wallonia 11435594.54    
1534  2022-01-24 10978.73       Brussels 11446573.26    
1535  2022-01-24 11619.73       Flanders 11458192.99    
1536  2022-01-24  1228.80     Ostbelgien 11459421.79    
1537  2022-01-24  7231.12       Wallonia 11466652.91    
1538  2022-01-25 11081.11       Brussels 11477734.02    
1539  2022-01-25 13836.51       Flanders 11491570.52    
1540  2022-01-25  1278.77     Ostbelgien 11492849.29    
1541  2022-01-25  7964.84       Wallonia 11500814.13    
1542  2022-01-26 11300.55       Brussels 11512114.67    
1543  2022-01-26 14893.39       Flanders 11527008.07    
1544  2022-01-26  1306.70     Ostbelgien 11528314.77    
1545  2022-01-26  8170.28       Wallonia 11536485.05    
1546  2022-01-27 11474.42       Brussels 11547959.47    
1547  2022-01-27 18852.55       Flanders 11566812.02    
1548  2022-01-27  1316.97     Ostbelgien 11568128.99    
1549  2022-01-27  9293.91       Wallonia 11577422.90    
1550  2022-01-28 11285.47       Brussels 11588708.37    
1551  2022-01-28 16845.25       Flanders 11605553.62    
1552  2022-01-28  1330.58     Ostbelgien 11606884.20    
1553  2022-01-28  9609.81       Wallonia 11616494.01    
1554  2022-01-29 10627.94       Brussels 11627121.95    
1555  2022-01-29 10560.46       Flanders 11637682.41    
1556  2022-01-29  1288.59     Ostbelgien 11638971.00    
1557  2022-01-29  6260.30       Wallonia 11645231.30    
1558  2022-01-30 10188.59       Brussels 11655419.89    
1559  2022-01-30  9141.95       Flanders 11664561.84    
1560  2022-01-30  1283.13     Ostbelgien 11665844.97    
1561  2022-01-30  4655.64       Wallonia 11670500.61    
1562  2022-02-01 10839.52       Brussels 11681340.13    
1563  2022-02-01 13885.65       Flanders 11695225.78    
1564  2022-02-01  1231.18     Ostbelgien 11696456.96    
1565  2022-02-01  7378.75       Wallonia 11703835.71    
1566  2022-02-02 11058.96       Brussels 11714894.66    
1567  2022-02-02 14942.53       Flanders 11729837.20    
1568  2022-02-02  1259.12     Ostbelgien 11731096.32    
1569  2022-02-02  7584.19       Wallonia 11738680.51    
1570  2022-02-03 11232.83       Brussels 11749913.34    
1571  2022-02-03 18901.69       Flanders 11768815.02    
1572  2022-02-03  1269.39     Ostbelgien 11770084.41    
1573  2022-02-03  8707.82       Wallonia 11778792.23    
1574  2022-02-04 11043.88       Brussels 11789836.11    
1575  2022-02-04 16894.39       Flanders 11806730.51    
1576  2022-02-04  1283.00     Ostbelgien 11808013.51    
1577  2022-02-04  9023.72       Wallonia 11817037.22    
1578  2022-02-05 10386.35       Brussels 11827423.58    
1579  2022-02-05 10609.60       Flanders 11838033.18    
1580  2022-02-05  1241.01     Ostbelgien 11839274.18    
1581  2022-02-05  5674.21       Wallonia 11844948.39    
1582  2022-02-06  9947.00       Brussels 11854895.39    
1583  2022-02-06  9191.09       Flanders 11864086.48    
1584  2022-02-06  1235.55     Ostbelgien 11865322.03    
1585  2022-02-06  4069.55       Wallonia 11869391.58    
1586  2022-02-07 10904.54       Brussels 11880296.12    
1587  2022-02-07 12089.41       Flanders 11892385.53    
1588  2022-02-07  1200.34     Ostbelgien 11893585.87    
1589  2022-02-07  7035.55       Wallonia 11900621.42    
1590  2022-02-08 11006.92       Brussels 11911628.34    
1591  2022-02-08 14306.19       Flanders 11925934.53    
1592  2022-02-08  1250.31     Ostbelgien 11927184.84    
1593  2022-02-08  7769.26       Wallonia 11934954.10    
1594  2022-02-09 11226.36       Brussels 11946180.46    
1595  2022-02-09 15363.08       Flanders 11961543.54    
1596  2022-02-09  1278.24     Ostbelgien 11962821.78    
1597  2022-02-09  7974.71       Wallonia 11970796.49    
1598  2022-02-10 11400.23       Brussels 11982196.72    
1599  2022-02-10 19322.23       Flanders 12001518.95    
1600  2022-02-10  1288.51     Ostbelgien 12002807.46    
1601  2022-02-10  9098.34       Wallonia 12011905.80    
1602  2022-02-11 11211.29       Brussels 12023117.08    
1603  2022-02-11 17314.94       Flanders 12040432.02    
1604  2022-02-11  1302.12     Ostbelgien 12041734.14    
1605  2022-02-11  9414.23       Wallonia 12051148.38    
1606  2022-02-12 10553.76       Brussels 12061702.13    
1607  2022-02-12 11030.15       Flanders 12072732.28    
1608  2022-02-12  1260.13     Ostbelgien 12073992.41    
1609  2022-02-12  6064.72       Wallonia 12080057.13    
1610  2022-02-13 10114.40       Brussels 12090171.53    
1611  2022-02-13  9611.64       Flanders 12099783.17    
1612  2022-02-13  1254.67     Ostbelgien 12101037.84    
1613  2022-02-13  4460.07       Wallonia 12105497.90    
1614  2022-02-14 11071.94       Brussels 12116569.85    
1615  2022-02-14 12509.95       Flanders 12129079.80    
1616  2022-02-14  1219.46     Ostbelgien 12130299.26    
1617  2022-02-14  7426.07       Wallonia 12137725.33    
1618  2022-02-15 11174.33       Brussels 12148899.65    
1619  2022-02-15 14726.73       Flanders 12163626.39    
1620  2022-02-15  1269.43     Ostbelgien 12164895.82    
1621  2022-02-15  8159.78       Wallonia 12173055.60    
1622  2022-02-16 11393.77       Brussels 12184449.36    
1623  2022-02-16 15783.62       Flanders 12200232.98    
1624  2022-02-16  1297.37     Ostbelgien 12201530.35    
1625  2022-02-16  8365.22       Wallonia 12209895.57    
1626  2022-02-17 11567.63       Brussels 12221463.21    
1627  2022-02-17 19742.77       Flanders 12241205.98    
1628  2022-02-17  1307.63     Ostbelgien 12242513.61    
1629  2022-02-17  9488.85       Wallonia 12252002.47    
1630  2022-02-18 11378.69       Brussels 12263381.16    
1631  2022-02-18 17735.48       Flanders 12281116.64    
1632  2022-02-18  1321.24     Ostbelgien 12282437.88    
1633  2022-02-18  9804.75       Wallonia 12292242.63    
1634  2022-02-19 10721.16       Brussels 12302963.79    
1635  2022-02-19 11450.69       Flanders 12314414.48    
1636  2022-02-19  1279.25     Ostbelgien 12315693.73    
1637  2022-02-19  6455.24       Wallonia 12322148.97    
1638  2022-02-20 10281.81       Brussels 12332430.78    
1639  2022-02-20 10032.18       Flanders 12342462.96    
1640  2022-02-20  1273.79     Ostbelgien 12343736.75    
1641  2022-02-20  4850.58       Wallonia 12348587.33    
1642  2022-02-21 11239.35       Brussels 12359826.68    
1643  2022-02-21 12930.50       Flanders 12372757.18    
1644  2022-02-21  1238.58     Ostbelgien 12373995.76    
1645  2022-02-21  7816.58       Wallonia 12381812.34    
1646  2022-02-22 11341.73       Brussels 12393154.07    
1647  2022-02-22 15147.28       Flanders 12408301.35    
1648  2022-02-22  1288.55     Ostbelgien 12409589.90    
1649  2022-02-22  8550.30       Wallonia 12418140.19    
1650  2022-02-23 11561.17       Brussels 12429701.36    
1651  2022-02-23 16204.16       Flanders 12445905.53    
1652  2022-02-23  1316.49     Ostbelgien 12447222.02    
1653  2022-02-23  8755.74       Wallonia 12455977.76    
1654  2022-02-24 11735.04       Brussels 12467712.80    
1655  2022-02-24 20163.32       Flanders 12487876.11    
1656  2022-02-24  1326.75     Ostbelgien 12489202.87    
1657  2022-02-24  9879.37       Wallonia 12499082.24    
1658  2022-02-25 11546.09       Brussels 12510628.33    
1659  2022-02-25 18156.02       Flanders 12528784.35    
1660  2022-02-25  1340.37     Ostbelgien 12530124.72    
1661  2022-02-25 10195.27       Wallonia 12540319.99    
1662  2022-02-26 10888.56       Brussels 12551208.55    
1663  2022-02-26 11871.23       Flanders 12563079.78    
1664  2022-02-26  1298.37     Ostbelgien 12564378.16    
1665  2022-02-26  6845.76       Wallonia 12571223.91    
1666  2022-02-27 10449.21       Brussels 12581673.12    
1667  2022-02-27 10452.72       Flanders 12592125.85    
1668  2022-02-27  1292.91     Ostbelgien 12593418.76    
1669  2022-02-27  5241.10       Wallonia 12598659.86    
1670  2022-02-28 11406.75       Brussels 12610066.61    
1671  2022-02-28 13351.04       Flanders 12623417.65    
1672  2022-02-28  1257.70     Ostbelgien 12624675.36    
1673  2022-02-28  8207.10       Wallonia 12632882.45    
1674  2022-03-01 11150.57       Brussels 12644033.03    
1675  2022-03-01 15328.09       Flanders 12659361.11    
